execution_order,run_id,config_id,rep,config_hash,scan_type,timing,fragmentation,decoys,padding,source_port,command_template
392,C0102-r2,C0102,2,e011966fcc,sN,T4,f,d10,pad50,none,"nmap -sN -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
393,C0140-r3,C0140,3,9e7a2dec88,sT,T4,mtu24,d5,pad50,none,"nmap -sT -T4 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
394,C0129-r2,C0129,2,0e107d93f5,sF,T4,mtu24,d10,pad50,sp53,"nmap -sF -T4 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
395,C0248-r2,C0248,2,7b0945e7a3,sA,T3,f,d5,pad50,none,"nmap -sA -T3 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
396,C0097-r3,C0097,3,bb181d0ae2,sT,T1,none,d10,none,sp53,"nmap -sT -T1 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
397,C0043-r3,C0043,3,533575db52,sU,T5,ff,d10,none,sp53,"nmap -sU -T5 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
398,C0302-r2,C0302,2,c4ae1f9a46,sA,T1,ff,none,none,sp53,"nmap -sA -T1 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
399,C0119-r3,C0119,3,eb7338a8eb,sT,T0,none,none,pad50,sp53,"nmap -sT -T0 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
400,C0359-r1,C0359,1,ee744253fa,sX,T2,mtu24,none,none,sp53,"nmap -sX -T2 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
401,C0149-r2,C0149,2,7592bec283,sA,T2,none,d10,pad50,none,"nmap -sA -T2 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
402,C0156-r3,C0156,3,fc62086724,sS,T2,ff,d5,none,sp53,"nmap -sS -T2 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
403,C0286-r2,C0286,2,e333134b33,sN,T0,ff,d5,none,none,"nmap -sN -T0 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
404,C0075-r2,C0075,2,04769e8fbc,sA,T0,f,d5,pad50,none,"nmap -sA -T0 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
405,C0095-r1,C0095,1,86e1b19687,sX,T2,none,none,none,sp53,"nmap -sX -T2 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
406,C0218-r1,C0218,1,2bfa3a970f,sN,T4,ff,none,pad50,sp53,"nmap -sN -T4 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
407,C0102-r1,C0102,1,e011966fcc,sN,T4,f,d10,pad50,none,"nmap -sN -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
408,C0203-r3,C0203,3,e557a23665,sX,T4,f,d10,none,none,"nmap -sX -T4 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
409,C0296-r3,C0296,3,98a63aae93,sF,T1,mtu24,d10,none,sp53,"nmap -sF -T1 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
410,C0070-r3,C0070,3,96135645ca,sS,T2,none,d5,none,none,"nmap -sS -T2 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
411,C0250-r1,C0250,1,242c935dfe,sN,T4,f,d10,none,none,"nmap -sN -T4 -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
412,C0195-r1,C0195,1,2adbb3399f,sA,T3,f,none,none,sp53,"nmap -sA -T3 -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
413,C0121-r3,C0121,3,e947f67154,sN,T3,mtu24,none,none,sp53,"nmap -sN -T3 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
414,C0079-r1,C0079,1,2c161d0536,sS,T3,none,d5,pad50,sp53,"nmap -sS -T3 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
415,C0077-r3,C0077,3,8ed550b9fe,sA,T5,mtu24,none,none,none,"nmap -sA -T5 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
416,C0181-r3,C0181,3,6df1d9cb53,sU,T1,f,none,none,none,"nmap -sU -T1 -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
417,C0196-r1,C0196,1,4d84907dfe,sX,T1,mtu24,none,pad50,sp53,"nmap -sX -T1 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
418,C0299-r3,C0299,3,34f2fb0d46,sF,T1,f,d5,pad50,none,"nmap -sF -T1 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
419,C0321-r3,C0321,3,9ed1a187c7,sA,T2,mtu24,d5,pad50,sp53,"nmap -sA -T2 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
420,C0005-r2,C0005,2,0510dd5972,sT,T5,ff,none,pad50,sp53,"nmap -sT -T5 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
421,C0043-r1,C0043,1,533575db52,sU,T5,ff,d10,none,sp53,"nmap -sU -T5 -f -f -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
422,C0007-r3,C0007,3,74c8f5e314,sX,T4,mtu24,d5,none,sp53,"nmap -sX -T4 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
423,C0361-r3,C0361,3,fe5f8d8064,sT,T4,none,d5,pad50,sp53,"nmap -sT -T4 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
424,C0304-r3,C0304,3,f7b4ed3979,sF,T5,f,d10,pad50,sp53,"nmap -sF -T5 -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
425,C0105-r1,C0105,1,5be114e04d,sS,T5,none,none,pad50,sp53,"nmap -sS -T5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
426,C0101-r1,C0101,1,a4a9fb438d,sN,T1,f,none,pad50,none,"nmap -sN -T1 -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
427,C0031-r2,C0031,2,b1dd6a3427,sS,T3,ff,none,pad50,none,"nmap -sS -T3 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
428,C0096-r1,C0096,1,a78a4121ce,sX,T4,none,none,none,none,"nmap -sX -T4 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
429,C0048-r1,C0048,1,b91024e328,sN,T0,f,d5,none,none,"nmap -sN -T0 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
430,C0329-r2,C0329,2,05c84c1f90,sS,T1,mtu24,d5,pad50,none,"nmap -sS -T1 --mtu 24 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
431,C0147-r1,C0147,1,db2dce70a5,sS,T4,ff,d5,none,none,"nmap -sS -T4 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
432,C0306-r2,C0306,2,2d1a39e391,sU,T1,mtu24,none,none,sp53,"nmap -sU -T1 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
433,C0333-r1,C0333,1,fc6c30da61,sF,T4,f,d5,none,none,"nmap -sF -T4 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
434,C0258-r2,C0258,2,229be480b8,sN,T2,none,none,pad50,none,"nmap -sN -T2 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
435,C0286-r3,C0286,3,e333134b33,sN,T0,ff,d5,none,none,"nmap -sN -T0 -f -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
436,C0262-r1,C0262,1,3a1029fe01,sU,T4,ff,d5,pad50,none,"nmap -sU -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
437,C0052-r1,C0052,1,135c5df947,sN,T0,mtu24,none,none,none,"nmap -sN -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
438,C0216-r2,C0216,2,0fcd73bb83,sT,T0,mtu24,none,none,none,"nmap -sT -T0 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
439,C0343-r2,C0343,2,74f116cb9c,sS,T4,ff,none,none,sp53,"nmap -sS -T4 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
440,C0153-r3,C0153,3,40dc43e92f,sA,T1,none,d10,pad50,none,"nmap -sA -T1 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
441,C0271-r1,C0271,1,f7ade5c4bd,sF,T3,none,d10,pad50,sp53,"nmap -sF -T3 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
442,C0172-r1,C0172,1,84a014864b,sN,T0,none,none,none,none,"nmap -sN -T0 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
443,C0061-r1,C0061,1,8dd48ac657,sX,T0,ff,d10,pad50,none,"nmap -sX -T0 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
444,C0254-r1,C0254,1,6a55d7c98a,sS,T2,ff,d10,pad50,sp53,"nmap -sS -T2 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
445,C0292-r3,C0292,3,5ea5527998,sU,T0,mtu24,d10,none,none,"nmap -sU -T0 --mtu 24 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
446,C0337-r2,C0337,2,3c749e5ed8,sF,T0,none,d5,none,none,"nmap -sF -T0 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
447,C0148-r3,C0148,3,1a48d5a8ad,sS,T4,ff,d5,pad50,none,"nmap -sS -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
448,C0293-r1,C0293,1,7ae92c6684,sX,T0,none,d10,none,sp53,"nmap -sX -T0 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
449,C0094-r2,C0094,2,00dd629d9b,sT,T3,mtu24,none,pad50,none,"nmap -sT -T3 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
450,C0103-r2,C0103,2,6aa2fc013e,sU,T1,ff,d5,none,sp53,"nmap -sU -T1 -f -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
451,C0120-r2,C0120,2,71b651a3ed,sN,T1,none,d5,none,sp53,"nmap -sN -T1 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
452,C0290-r3,C0290,3,f4b0472fa7,sN,T3,none,d5,pad50,none,"nmap -sN -T3 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
453,C0150-r2,C0150,2,2aa4d4ed8a,sS,T4,ff,d10,pad50,sp53,"nmap -sS -T4 -f -f -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
454,C0038-r1,C0038,1,235df5a75e,sT,T1,none,none,none,sp53,"nmap -sT -T1 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
455,C0192-r1,C0192,1,fc937b30c2,sT,T4,ff,d5,pad50,none,"nmap -sT -T4 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
456,C0336-r1,C0336,1,9e21a898ee,sN,T2,f,d5,pad50,none,"nmap -sN -T2 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
457,C0167-r1,C0167,1,fcfb6367bd,sU,T4,none,d5,none,none,"nmap -sU -T4 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
458,C0223-r2,C0223,2,df7a3f58ed,sF,T4,f,d5,pad50,none,"nmap -sF -T4 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
459,C0111-r1,C0111,1,e12583d9e2,sA,T4,f,d5,pad50,sp53,"nmap -sA -T4 -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
460,C0011-r3,C0011,3,abd064a70c,sS,T4,ff,none,pad50,sp53,"nmap -sS -T4 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
461,C0214-r2,C0214,2,cfa6ee6fa3,sX,T0,mtu24,none,pad50,sp53,"nmap -sX -T0 --mtu 24 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
462,C0318-r3,C0318,3,60f9a6d285,sS,T5,ff,none,pad50,none,"nmap -sS -T5 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
463,C0154-r1,C0154,1,70c6a7c561,sX,T4,f,d10,pad50,none,"nmap -sX -T4 -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
464,C0020-r3,C0020,3,1749db2bd9,sS,T3,mtu24,d5,pad50,sp53,"nmap -sS -T3 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
465,C0220-r3,C0220,3,e546110adf,sT,T1,ff,d10,pad50,none,"nmap -sT -T1 -f -f -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
466,C0042-r2,C0042,2,ff8d9104de,sF,T0,mtu24,d10,pad50,none,"nmap -sF -T0 --mtu 24 -D RND:10 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
467,C0194-r1,C0194,1,910fb5857f,sA,T1,ff,none,pad50,none,"nmap -sA -T1 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
468,C0349-r3,C0349,3,00e44863b3,sT,T4,ff,none,pad50,none,"nmap -sT -T4 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
469,C0282-r3,C0282,3,d015c6b534,sT,T5,ff,none,pad50,none,"nmap -sT -T5 -f -f --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
470,C0314-r3,C0314,3,f7f166880b,sT,T4,mtu24,d5,pad50,sp53,"nmap -sT -T4 --mtu 24 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
471,C0338-r1,C0338,1,36c3a65202,sF,T0,mtu24,d10,none,sp53,"nmap -sF -T0 --mtu 24 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
472,C0364-r2,C0364,2,e4481efe36,sU,T5,ff,d5,pad50,sp53,"nmap -sU -T5 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
473,C0180-r3,C0180,3,e9984b03ae,sS,T0,none,d5,pad50,sp53,"nmap -sS -T0 -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
474,C0050-r1,C0050,1,f7011952cb,sX,T4,mtu24,d10,pad50,sp53,"nmap -sX -T4 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
475,C0367-r3,C0367,3,cdcba6d2c9,sA,T2,mtu24,none,none,none,"nmap -sA -T2 --mtu 24 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
476,C0190-r3,C0190,3,9e7e9caf2a,sA,T0,f,d5,none,none,"nmap -sA -T0 -f -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
477,C0319-r3,C0319,3,409d02d26d,sS,T2,ff,d10,none,none,"nmap -sS -T2 -f -f -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
478,C0328-r2,C0328,2,e47c703ff1,sS,T2,none,d5,none,sp53,"nmap -sS -T2 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
479,C0018-r1,C0018,1,b7224d35e9,sF,T3,ff,none,none,none,"nmap -sF -T3 -f -f -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
480,C0197-r2,C0197,2,82dbcefcc4,sS,T4,ff,d5,pad50,sp53,"nmap -sS -T4 -f -f -D RND:5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
481,C0024-r3,C0024,3,1d46384bad,sX,T2,mtu24,d5,none,sp53,"nmap -sX -T2 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
482,C0306-r1,C0306,1,2d1a39e391,sU,T1,mtu24,none,none,sp53,"nmap -sU -T1 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
483,C0293-r3,C0293,3,7ae92c6684,sX,T0,none,d10,none,sp53,"nmap -sX -T0 -D RND:10 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
484,C0045-r1,C0045,1,83a1635ba2,sF,T4,none,d10,pad50,sp53,"nmap -sF -T4 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
485,C0065-r3,C0065,3,bed2e4644e,sF,T5,none,none,none,none,"nmap -sF -T5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
486,C0070-r1,C0070,1,96135645ca,sS,T2,none,d5,none,none,"nmap -sS -T2 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
487,C0062-r3,C0062,3,c8c9b17d78,sN,T0,mtu24,d5,none,none,"nmap -sN -T0 --mtu 24 -D RND:5 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
488,C0288-r3,C0288,3,9162c9c98f,sX,T2,f,d5,pad50,none,"nmap -sX -T2 -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
489,C0285-r1,C0285,1,c1466756d5,sX,T5,ff,d5,pad50,none,"nmap -sX -T5 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
490,C0035-r1,C0035,1,ba21f65560,sA,T3,mtu24,none,none,sp53,"nmap -sA -T3 --mtu 24 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
491,C0032-r1,C0032,1,1d049fe770,sU,T2,ff,none,none,sp53,"nmap -sU -T2 -f -f --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
492,C0201-r1,C0201,1,09260b9ac1,sS,T2,none,none,none,none,"nmap -sS -T2 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
493,C0270-r2,C0270,2,21f5194543,sA,T3,ff,d5,pad50,none,"nmap -sA -T3 -f -f -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
494,C0006-r3,C0006,3,8830043ac6,sT,T3,f,none,pad50,sp53,"nmap -sT -T3 -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
495,C0243-r1,C0243,1,a2d1d960cb,sA,T2,none,d5,pad50,none,"nmap -sA -T2 -D RND:5 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
496,C0266-r2,C0266,2,0e9a2d832b,sN,T4,f,d5,none,sp53,"nmap -sN -T4 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
497,C0322-r2,C0322,2,6aa1c7a2e8,sT,T5,mtu24,none,pad50,none,"nmap -sT -T5 --mtu 24 --data-length 50 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
498,C0010-r2,C0010,2,fd3d22ac81,sA,T0,mtu24,d5,none,sp53,"nmap -sA -T0 --mtu 24 -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
499,C0259-r2,C0259,2,85fc5a8b28,sT,T2,f,d5,none,sp53,"nmap -sT -T2 -f -D RND:5 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
500,C0105-r3,C0105,3,5be114e04d,sS,T5,none,none,pad50,sp53,"nmap -sS -T5 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
501,C0073-r1,C0073,1,401661db87,sX,T5,mtu24,d10,pad50,sp53,"nmap -sX -T5 --mtu 24 -D RND:10 --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
502,C0175-r1,C0175,1,638095bef5,sX,T4,none,d10,none,none,"nmap -sX -T4 -D RND:10 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
503,C0011-r1,C0011,1,abd064a70c,sS,T4,ff,none,pad50,sp53,"nmap -sS -T4 -f -f --data-length 50 --source-port 53 -Pn -n -p 21,22,80,445,3306,6379 -oX <RUN_DIR>/nmap.xml --reason --open <TARGET_IP>"
